lat,long
38.762673,-97.571776
38.76267266666667,-97.57172861111111
38.762672333333335,-97.57168122222222
38.762672,-97.57163383333334
38.76267166666667,-97.57158644444445
38.76267133333333,-97.57153905555556
38.762671,-97.57149166666667
38.762670666666665,-97.57144427777777
38.76267033333333,-97.57139688888888
38.76267,-97.5713495
38.76266966666667,-97.57130211111111
38.762669333333335,-97.57125472222222
38.762669,-97.57120733333333
38.76266866666667,-97.57115994444445
38.76266833333333,-97.57111255555556
38.762668,-97.57106516666667
38.762667666666665,-97.57101777777778
38.76266733333333,-97.5709703888889
38.762667,-97.570923
38.76266666666667,-97.5708756111111
38.762666333333335,-97.57082822222222
38.762666,-97.57078083333333
38.76266566666667,-97.57073344444444
38.76266533333333,-97.57068605555556
38.762665,-97.57063866666667
38.762664666666666,-97.57059127777778
38.76266433333333,-97.57054388888889
38.762664,-97.5704965
38.76266366666667,-97.57044911111112
38.762663333333336,-97.57040172222223
38.762663,-97.57035433333334
38.76266266666667,-97.57030694444444
38.76266233333333,-97.57025955555555
38.762662,-97.57021216666666
38.762661666666666,-97.57016477777778
38.762661333333334,-97.57011738888889
38.762661,-97.57007
38.762619125,-97.5717754375
38.76261880381944,-97.57172802256945
38.76261848263889,-97.57168060763888
38.762618161458334,-97.57163319270833
38.76261784027778,-97.57158577777777
38.762617519097226,-97.57153836284722
38.76261719791667,-97.57149094791666
38.76261687673611,-97.57144353298611
38.76261655555555,-97.57139611805555
38.762616234375,-97.571348703125
38.762615913194445,-97.57130128819445
38.76261559201389,-97.57125387326388
38.76261527083334,-97.57120645833334
38.76261494965278,-97.57115904340277
38.76261462847222,-97.57111162847222
38.76261430729167,-97.57106421354166
38.76261398611111,-97.57101679861111
38.762613664930555,-97.57096938368055
38.762613343750004,-97.57092196875
38.76261302256945,-97.57087455381945
38.76261270138889,-97.57082713888889
38.76261238020833,-97.57077972395834
38.76261205902778,-97.57073230902778
38.76261173784722,-97.57068489409723
38.762611416666665,-97.57063747916666
38.762611095486115,-97.57059006423611
38.76261077430556,-97.57054264930555
38.762610453125,-97.570495234375
38.76261013194445,-97.57044781944445
38.76260981076389,-97.57040040451389
38.76260948958333,-97.57035298958334
38.762609168402776,-97.57030557465278
38.762608847222225,-97.57025815972223
38.76260852604167,-97.57021074479167
38.76260820486111,-97.57016332986112
38.76260788368056,-97.57011591493055
38.7626075625,-97.5700685
38.76256525,-97.571774875
38.762564940972226,-97.57172743402778
38.76256463194444,-97.57167999305555
38.76256432291667,-97.57163255208333
38.76256401388889,-97.57158511111112
38.762563704861115,-97.5715376701389
38.76256339583333,-97.57149022916667
38.76256308680556,-97.57144278819445
38.76256277777778,-97.57139534722222
38.762562468750005,-97.57134790625
38.76256215972222,-97.57130046527777
38.762561850694446,-97.57125302430556
38.76256154166667,-97.57120558333334
38.76256123263889,-97.57115814236111
38.76256092361111,-97.57111070138889
38.762560614583336,-97.57106326041666
38.76256030555556,-97.57101581944444
38.76255999652778,-97.57096837847222
38.7625596875,-97.5709209375
